"Ciqual  AGB","Ciqual  code","Nom Français","Groupe d'aliment","Sous-groupe d'aliment","LCI Name","Ingredients","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"11172","11172","Court-bouillon pour poissons, déshydraté","aides culinaires et ingrédients divers","aides culinaires","Aromatic stock cube, for fish, dehydrated","Carotte",0.030828199999999997,0.16988868,5.6293623e-9,0.03540108,0.00058180481,1.4016298e-8,9.0670817e-9,1.9129272e-10,0.0016154554,0.000043263683,0.0013490305,0.0044656018,20.2531587,9.8758033,0.41367722,2.3945164,0.0000015657477
"11172","11172","Court-bouillon pour poissons, déshydraté","aides culinaires et ingrédients divers","aides culinaires","Aromatic stock cube, for fish, dehydrated","Poireau",0.045508759,0.31111479,1.4213376e-8,0.06538389,0.0010698492,2.2960173e-8,4.2487227e-8,3.976138e-10,0.0030218879,0.000042307103,0.00179564,0.011462574,13.2682923,8.7723941,0.33189743,4.0090959,0.000002191346
"11172","11172","Court-bouillon pour poissons, déshydraté","aides culinaires et ingrédients divers","aides culinaires","Aromatic stock cube, for fish, dehydrated","Oignons",0.029442465999999997,0.16877446,5.145352e-9,0.035444786,0.00072736384,1.4554535e-8,5.48671e-9,1.9900596e-10,0.0017116841,0.00004452217,0.0020538832,0.0062016574,4.2897813,16.510402,0.72862673,2.2709599,0.0000014962524
"11172","11172","Court-bouillon pour poissons, déshydraté","aides culinaires et ingrédients divers","aides culinaires","Aromatic stock cube, for fish, dehydrated","Autres étapes",1.76686311,6.9297492,2.6810702e-7,30.1110436,0.022605159,4.2184200999999996e-7,1.51173951e-7,5.7915630999999995e-9,0.039213706,0.0014788467900000001,0.0215774719,0.114898573,32.332929199999995,71.133803,1.8035379999999999,691.34457,0.000046152352000000004
"25525","25525","Pizza, sauce garniture pour","aides culinaires et ingrédients divers","aides culinaires","Topping sauce for pizza","Huile d'olive",0.046601615,0.067128348,3.6587081e-9,0.0084815757,0.00098623835,2.668668e-8,2.05883e-8,1.9757698e-10,0.0037430169,0.000051093177,0.0017390486,0.01574783,5.66746784,54.22583,1.9401993,1.706373,0.0000012720893
"25525","25525","Pizza, sauce garniture pour","aides culinaires et ingrédients divers","aides culinaires","Topping sauce for pizza","Oignons",0.0018077483,0.010362643,3.1592128e-10,0.0021762869,0.000044659669,8.9363904e-10,3.3688044e-10,1.2218837e-11,0.0001050963,0.0000027336324,0.0001261071,0.00038077775,0.2633898,1.013728,0.044737209,0.13943547,9.1868927e-8
"25525","25525","Pizza, sauce garniture pour","aides culinaires et ingrédients divers","aides culinaires","Topping sauce for pizza","Tomate",0.030955125,0.26624835,7.6244242e-9,0.038008972,0.0010301743,1.692924e-8,1.2522963e-8,3.3356822e-10,0.0018869758,0.000035390759,0.0010065546,0.0068502671,2.23504417,3.3393315,0.31050404,4.3356561,0.000002105594
"25525","25525","Pizza, sauce garniture pour","aides culinaires et ingrédients divers","aides culinaires","Topping sauce for pizza","Autres étapes",0.068943115,0.59657835,1.54363657e-8,0.509367019,0.00186681566,3.41240556e-8,8.9336336e-9,3.38114495e-10,0.0023139564,0.000103975766,0.00128979615,0.007283082999999999,2.86082325,9.0941495,0.172655086,18.222518,0.00000244380982
"11214","11214","""Préparation culinaire à base de soja, type """"crème de soja""""""","aides culinaires et ingrédients divers","aides culinaires","""Soy """"cream"""" preparation""","Cassonade",0.0052270043,0.014352415,1.1916946e-9,0.00020260423,0.000085728446,1.6743334e-9,3.2083758e-9,2.3809951e-10,0.00022390131,0.0000042977142,0.00010594137,0.00095956342,5.627778750000001,1.4391119,0.10626458,0.093013795,6.6998821e-8
"11214","11214","""Préparation culinaire à base de soja, type """"crème de soja""""""","aides culinaires et ingrédients divers","aides culinaires","""Soy """"cream"""" preparation""","Lécithine de soja",0.006060609099999999,0.069691014,5.3302118e-10,0.0013085539,0.00030340045,1.9756537e-9,1.3956831e-9,5.8454967e-11,0.00026899665,0.0000047467946,0.00041660818,0.00092164432,3.9241006,0.70527801,0.0045307021,0.2778551,1.5517077e-7
"11214","11214","""Préparation culinaire à base de soja, type """"crème de soja""""""","aides culinaires et ingrédients divers","aides culinaires","""Soy """"cream"""" preparation""","Boisson à base de soja",0.012171891999999998,0.13884614,2.840479e-9,0.010199142,0.00044736377,4.388712e-9,1.1815901e-9,8.2047551e-11,0.00053796052,0.000022646969,0.00065037392,0.0016124985,3.1395102,12.351256,0.017933944,1.3518362,2.3671948e-7
"11214","11214","""Préparation culinaire à base de soja, type """"crème de soja""""""","aides culinaires et ingrédients divers","aides culinaires","""Soy """"cream"""" preparation""","Huile de tournesol",0.055266911999999994,0.35442213,1.3821774e-8,0.023948093,0.0013207633,2.2027851e-8,1.1854087e-8,1.4244591e-9,0.0029783928,0.00022174912,0.0047700817,0.013655584,15.2821893,92.901319,0.11947389,2.4809133,0.0000010591709
"11214","11214","""Préparation culinaire à base de soja, type """"crème de soja""""""","aides culinaires et ingrédients divers","aides culinaires","""Soy """"cream"""" preparation""","Autres étapes",0.068966592,0.5966559,1.5438727299999998e-8,0.509432269,0.0018672387399999999,3.41321263e-8,8.941583400000001e-9,3.38782091e-10,0.0023143666,0.000104000435,0.0012899061,0.0072841869,2.86143856,9.094414800000001,0.174257137,18.224701,0.00000244436992
"11013","11013","Moutarde","aides culinaires et ingrédients divers","condiments","Mustard","Graines de moutarde",0.10411732,0.39160536,3.3632342e-9,0.010188116,0.002832399,1.1901304e-7,2.3990771e-8,3.1643126e-10,0.018096645,0.00010244917,0.0081001687,0.078608141,2.27318054,95.00409,0.11677476,3.3113705,0.0000018601925
"11013","11013","Moutarde","aides culinaires et ingrédients divers","condiments","Mustard","Sel",0.0027179733000000004,0.021123803,2.2377938e-10,0.0020534855,0.000091043231,1.4862611e-9,6.5295693e-10,2.1012852e-11,0.00014885406,0.00001127295,0.000032145621,0.00030558545,0.22212869,0.13962997,0.00026028565,0.25359411,6.4407308e-7
"11013","11013","Moutarde","aides culinaires et ingrédients divers","condiments","Mustard","Vinaigre",0.0077272608,0.056332755,1.022346e-9,0.001853937,0.00021384299,7.7959387e-9,6.7251339e-10,2.6873156e-11,0.00084151958,0.0000094422344,0.0002617006,0.0034888032,0.66781265,1.7216624,0.10478115,0.69458888,2.4366496e-7
"11013","11013","Moutarde","aides culinaires et ingrédients divers","condiments","Mustard","Autres étapes",0.110557484,1.12310076,7.67700669e-8,0.61295588,0.0041629742600000005,6.21274876e-8,1.2832376100000001e-8,3.82417165e-10,0.005096459100000001,0.000106990038,0.00196428449,0.0129049803,10.56084615,8.388397399999999,0.207470886,25.683873,0.00000279122973
"11021","11021","Moutarde à l'ancienne","aides culinaires et ingrédients divers","condiments","Mustard, with grains","Graines de moutarde",0.10411732,0.39160536,3.3632342e-9,0.010188116,0.002832399,1.1901304e-7,2.3990771e-8,3.1643126e-10,0.018096645,0.00010244917,0.0081001687,0.078608141,2.27318054,95.00409,0.11677476,3.3113705,0.0000018601925
"11021","11021","Moutarde à l'ancienne","aides culinaires et ingrédients divers","condiments","Mustard, with grains","Sel",0.0027179733000000004,0.021123803,2.2377938e-10,0.0020534855,0.000091043231,1.4862611e-9,6.5295693e-10,2.1012852e-11,0.00014885406,0.00001127295,0.000032145621,0.00030558545,0.22212869,0.13962997,0.00026028565,0.25359411,6.4407308e-7
"11021","11021","Moutarde à l'ancienne","aides culinaires et ingrédients divers","condiments","Mustard, with grains","Vinaigre",0.0077272608,0.056332755,1.022346e-9,0.001853937,0.00021384299,7.7959387e-9,6.7251339e-10,2.6873156e-11,0.00084151958,0.0000094422344,0.0002617006,0.0034888032,0.66781265,1.7216624,0.10478115,0.69458888,2.4366496e-7
"11021","11021","Moutarde à l'ancienne","aides culinaires et ingrédients divers","condiments","Mustard, with grains","Autres étapes",0.110557484,1.12310076,7.67700669e-8,0.61295588,0.0041629742600000005,6.21274876e-8,1.2832376100000001e-8,3.82417165e-10,0.005096459100000001,0.000106990038,0.00196428449,0.0129049803,10.56084615,8.388397399999999,0.207470886,25.683873,0.00000279122973
"13147","13147","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","aides culinaires et ingrédients divers","condiments","Olive, green, stuffed (anchovy, sweet peppers, etc…)","Anchois",0.0078809188,0.054931057,1.9954101e-9,0.00053548453,0.00084505077,8.4152073e-9,4.5569784e-10,2.9311687e-11,0.0010849085,0.0000036088987,0.00027579015,0.0029931353,0.36857667000000005,0.18621767,0.0026176843,0.70057568,5.1066119e-7
"13147","13147","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","aides culinaires et ingrédients divers","condiments","Olive, green, stuffed (anchovy, sweet peppers, etc…)","Olives",0.035683548,0.023003437,2.4448466e-9,0.0048897185,0.00072823074,1.7622365e-8,1.4228342e-8,1.3348446e-10,0.0024261299,0.000025378702,0.001269591,0.010160768,4.70135169,43.198241,1.8237698,1.2565967,9.7429037e-7
"13147","13147","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","aides culinaires et ingrédients divers","condiments","Olive, green, stuffed (anchovy, sweet peppers, etc…)","Sel",0.001103538,0.0085765815,9.0857794e-11,0.000833746,0.000036964921,6.0344436e-10,2.6511033e-10,8.5315339e-12,0.000060436988,0.0000045769871,0.000013051605,0.00012407229,0.09018759,0.056691867,0.00010567989,0.10296302,2.6150336e-7
"13147","13147","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","aides culinaires et ingrédients divers","condiments","Olive, green, stuffed (anchovy, sweet peppers, etc…)","Autres étapes",0.092596727,1.081907,8.4660067e-8,0.30125608,0.0042325705,5.5298587e-8,9.4469616e-9,3.3278664e-10,0.0044686618,0.000095630205,0.0012302477,0.010648015,10.4755747,5.482658,0.17386638,18.491669,0.0000033129193
"11043","11043","Tapenade","aides culinaires et ingrédients divers","condiments","Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Anchois commun",0.023485322,0.15637678,5.3718326e-9,0.050832241,0.0016983385,1.8547641e-8,2.7247797e-9,1.8496163e-10,0.0023579667,0.000034670895,0.00096446968,0.0069530916,2.0384475699999998,7.7034036,0.017521167,2.7570665,0.0000015749112
"11043","11043","Tapenade","aides culinaires et ingrédients divers","condiments","Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Jus de citron",0.0059107236,0.03241111,8.0010138e-10,0.002546569,0.00019596385,3.6490191e-9,1.181636e-9,4.1955973e-11,0.00051128597,0.0000080610891,0.00011895646,0.0020457944,3.6649213000000005,4.2983757,0.036694121,0.36679665,2.1687913e-7
"11043","11043","Tapenade","aides culinaires et ingrédients divers","condiments","Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Huile d'olive",0.11725331,0.16890017,9.2055957e-9,0.021340308,0.0024814528,6.7145774e-8,5.1801774e-8,4.9711915e-10,0.0094177233,0.00012855443,0.0043755824,0.039622771,14.2597919,136.43643,4.8816933,4.293368,0.0000032006761
"11043","11043","Tapenade","aides culinaires et ingrédients divers","condiments","Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Olives",0.048351208,0.031169657,3.3127671e-9,0.0066255686,0.00098675265,2.3878305e-8,1.9279404e-8,1.8087144e-10,0.0032874059,0.000034388141,0.0017202959,0.013767841,6.370331579999999,58.533616,2.4712081,1.7026885,0.0000013201634
"11043","11043","Tapenade","aides culinaires et ingrédients divers","condiments","Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Autres étapes",0.12198066199999999,1.2280072,9.0528698e-8,0.70158367,0.0046917187999999995,6.41685577e-8,1.38632284e-8,4.22285894e-10,0.0055373662,0.000118062345,0.00210495208,0.0146949782,11.10685935,8.2856921,0.208321805,28.3556562,0.0000039984639699999995
"42000","42000","Substitut de repas hypocalorique, crème dessert","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, Custard cream dessert-type","Chicorée",0.0073578999,0.08558938,5.3976663e-9,0.02182969,0.00021118991,3.8208816e-9,6.5444181e-10,3.6029686e-11,0.00025448988,0.0000185598,0.00013964105,0.00065275726,0.7847860400000001,1.6715462,0.03279448,1.4278406,2.455171e-7
"42000","42000","Substitut de repas hypocalorique, crème dessert","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, Custard cream dessert-type","Fructose",0.01001769,0.077548843,1.1596145e-9,0.0044333601,0.00031404462,5.4596365e-9,1.260191e-9,4.9392216e-11,0.00062512151,0.000027900435,0.00024339375,0.0021008587,1.80102827,1.252173,0.19712304,0.86030875,9.1281767e-7
"42000","42000","Substitut de repas hypocalorique, crème dessert","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, Custard cream dessert-type","Poudre de lait",0.077110523,0.83189964,7.6568371e-9,0.043394834,0.0013752902,7.0368846e-8,9.5597357e-9,3.7832159e-10,0.010297858,0.000051274072,0.0027421159,0.044855988,10.0903354,40.272384,0.082427287,3.024077,0.0000013544174
"42000","42000","Substitut de repas hypocalorique, crème dessert","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, Custard cream dessert-type","Huile de soja",0.0056695357,0.046377641,6.4570573e-10,0.0015353854,0.00019939576,1.4820483e-9,5.4463157e-10,3.7245879e-11,0.00021064443,0.0000088020411,0.00035171623,0.00075396961,4.38412832,7.0145393,0.007235737,0.26366585,1.2052823e-7
"42000","42000","Substitut de repas hypocalorique, crème dessert","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, Custard cream dessert-type","Autres étapes",0.139567772,1.61388667,3.15429199e-8,0.6784412200000001,0.00381459596,5.05144226e-8,1.22887364e-8,4.21972945e-10,0.004221168,0.00016135552499999998,0.00167419234,0.011643240400000001,4.30875261,5.4688537,0.476922366,37.220755,0.000005449268030000001
"42004","42004","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk","Chicorée",0.0073578999,0.08558938,5.3976663e-9,0.02182969,0.00021118991,3.8208816e-9,6.5444181e-10,3.6029686e-11,0.00025448988,0.0000185598,0.00013964105,0.00065275726,0.7847860400000001,1.6715462,0.03279448,1.4278406,2.455171e-7
"42004","42004","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk","Fructose",0.01001769,0.077548843,1.1596145e-9,0.0044333601,0.00031404462,5.4596365e-9,1.260191e-9,4.9392216e-11,0.00062512151,0.000027900435,0.00024339375,0.0021008587,1.80102827,1.252173,0.19712304,0.86030875,9.1281767e-7
"42004","42004","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk","Poudre de lait",0.077110523,0.83189964,7.6568371e-9,0.043394834,0.0013752902,7.0368846e-8,9.5597357e-9,3.7832159e-10,0.010297858,0.000051274072,0.0027421159,0.044855988,10.0903354,40.272384,0.082427287,3.024077,0.0000013544174
"42004","42004","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk","Huile de soja",0.0056695357,0.046377641,6.4570573e-10,0.0015353854,0.00019939576,1.4820483e-9,5.4463157e-10,3.7245879e-11,0.00021064443,0.0000088020411,0.00035171623,0.00075396961,4.38412832,7.0145393,0.007235737,0.26366585,1.2052823e-7
"42004","42004","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk","Autres étapes",0.139567772,1.61388667,3.15429199e-8,0.6784412200000001,0.00381459596,5.05144226e-8,1.22887364e-8,4.21972945e-10,0.004221168,0.00016135552499999998,0.00167419234,0.011643240400000001,4.30875261,5.4688537,0.476922366,37.220755,0.000005449268030000001
"42005","42005","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Chicorée",0.0073578999,0.08558938,5.3976663e-9,0.02182969,0.00021118991,3.8208816e-9,6.5444181e-10,3.6029686e-11,0.00025448988,0.0000185598,0.00013964105,0.00065275726,0.7847860400000001,1.6715462,0.03279448,1.4278406,2.455171e-7
"42005","42005","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Fructose",0.01001769,0.077548843,1.1596145e-9,0.0044333601,0.00031404462,5.4596365e-9,1.260191e-9,4.9392216e-11,0.00062512151,0.000027900435,0.00024339375,0.0021008587,1.80102827,1.252173,0.19712304,0.86030875,9.1281767e-7
"42005","42005","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Poudre de lait",0.077110523,0.83189964,7.6568371e-9,0.043394834,0.0013752902,7.0368846e-8,9.5597357e-9,3.7832159e-10,0.010297858,0.000051274072,0.0027421159,0.044855988,10.0903354,40.272384,0.082427287,3.024077,0.0000013544174
"42005","42005","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Huile de soja",0.0056695357,0.046377641,6.4570573e-10,0.0015353854,0.00019939576,1.4820483e-9,5.4463157e-10,3.7245879e-11,0.00021064443,0.0000088020411,0.00035171623,0.00075396961,4.38412832,7.0145393,0.007235737,0.26366585,1.2052823e-7
"42005","42005","Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type","Autres étapes",0.139567772,1.61388667,3.15429199e-8,0.6784412200000001,0.00381459596,5.05144226e-8,1.22887364e-8,4.21972945e-10,0.004221168,0.00016135552499999998,0.00167419234,0.011643240400000001,4.30875261,5.4688537,0.476922366,37.220755,0.000005449268030000001
"42003","42003","Substitut de repas hypocalorique, prêt à boire","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, ready-to-drink","Chicorée",0.0073578999,0.08558938,5.3976663e-9,0.02182969,0.00021118991,3.8208816e-9,6.5444181e-10,3.6029686e-11,0.00025448988,0.0000185598,0.00013964105,0.00065275726,0.7847860400000001,1.6715462,0.03279448,1.4278406,2.455171e-7
"42003","42003","Substitut de repas hypocalorique, prêt à boire","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, ready-to-drink","Fructose",0.01001769,0.077548843,1.1596145e-9,0.0044333601,0.00031404462,5.4596365e-9,1.260191e-9,4.9392216e-11,0.00062512151,0.000027900435,0.00024339375,0.0021008587,1.80102827,1.252173,0.19712304,0.86030875,9.1281767e-7
"42003","42003","Substitut de repas hypocalorique, prêt à boire","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, ready-to-drink","Poudre de lait",0.077110523,0.83189964,7.6568371e-9,0.043394834,0.0013752902,7.0368846e-8,9.5597357e-9,3.7832159e-10,0.010297858,0.000051274072,0.0027421159,0.044855988,10.0903354,40.272384,0.082427287,3.024077,0.0000013544174
"42003","42003","Substitut de repas hypocalorique, prêt à boire","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, ready-to-drink","Huile de soja",0.0056695357,0.046377641,6.4570573e-10,0.0015353854,0.00019939576,1.4820483e-9,5.4463157e-10,3.7245879e-11,0.00021064443,0.0000088020411,0.00035171623,0.00075396961,4.38412832,7.0145393,0.007235737,0.26366585,1.2052823e-7
"42003","42003","Substitut de repas hypocalorique, prêt à boire","aides culinaires et ingrédients divers","denrées destinées à une alimentation particulière","Meal replacement low calorie, ready-to-drink","Autres étapes",0.139567772,1.61388667,3.15429199e-8,0.6784412200000001,0.00381459596,5.05144226e-8,1.22887364e-8,4.21972945e-10,0.004221168,0.00016135552499999998,0.00167419234,0.011643240400000001,4.30875261,5.4688537,0.476922366,37.220755,0.000005449268030000001
"11056","11056","Quatre épices","aides culinaires et ingrédients divers","épices","Mix of 4 spices","Cannelle",0.49458513,4.1431585,3.8544679e-8,0.30964232,0.015387711,4.7462455e-7,4.5101106e-8,1.2097179e-9,0.036689888,0.00066096387,0.035104493,0.21184403,20.474179799999998,362.8969,2.1235658,27.41559,0.000029451767
"11056","11056","Quatre épices","aides culinaires et ingrédients divers","épices","Mix of 4 spices","Clous de girofle",0.050240235,0.42086437,3.9153901e-9,0.03145364,0.0015630923,4.8212628e-8,4.5813957e-9,1.2288382e-10,0.0037269794,0.00006714108,0.003565934,0.021519236,2.07977866,36.863271,0.21571301,2.784891,0.0000029917271
"11056","11056","Quatre épices","aides culinaires et ingrédients divers","épices","Mix of 4 spices","Gingembre",0.01707268,0.092295846,1.4092016e-9,0.0017516907,0.00090350228,1.1017186e-8,6.1512066e-9,8.68661e-11,0.001932489,0.000014975126,0.00068999945,0.0071004726,1.3405372,2.848744,0.44795022,1.0501293,3.5825992e-7
"11056","11056","Quatre épices","aides culinaires et ingrédients divers","épices","Mix of 4 spices","Noix de muscade",0.012075572,0.090895366,1.0469914e-9,0.0016233008,0.0008036313,4.4253369e-9,1.7575869e-9,4.3116487e-11,0.0010972632,0.000011697337,0.00070197547,0.0033143948,3.3959330000000003,1.4438809,0.16757588,1.0322075,4.795927e-7
"11056","11056","Quatre épices","aides culinaires et ingrédients divers","épices","Mix of 4 spices","Autres étapes",0.13713537,1.656649,1.672331e-7,0.29888764,0.0059144287,8.3943447e-8,1.2638174e-8,4.7624943e-10,0.0065170623,0.00017677144,0.0017709174,0.013992671,16.9095149,10.126251,0.40183136,27.534848,0.0000036634515
"11060","11060","Herbes de Provence, séchées","aides culinaires et ingrédients divers","herbes","Provence herbs, dried","Origan",0.065268871,0.18371613,2.203544e-9,0.0044465642,0.00097117872,3.6406068e-8,6.1429e-9,1.4054946e-10,0.0051036002,0.000073697685,0.0028725233,0.021931003,2.92310786,26.285493,3.9551374,1.5630562,0.0000013547735
"11060","11060","Herbes de Provence, séchées","aides culinaires et ingrédients divers","herbes","Provence herbs, dried","Herbes de Provence",0.13706463,0.38580388,4.6274425e-9,0.0093377848,0.0020394753,7.6452744e-8,1.290009e-8,2.9515387e-10,0.01071756,0.00015476514,0.0060322989,0.046055106,6.1385264,55.199535,8.3057884,3.2824181,0.0000028450243
"11060","11060","Herbes de Provence, séchées","aides culinaires et ingrédients divers","herbes","Provence herbs, dried","Romarin",0.062005427,0.17453032,2.0933668e-9,0.004224236,0.00092261978,3.4585765e-8,5.835755e-9,1.3352199e-10,0.0048484202,0.000070012801,0.0027288971,0.020834453,2.77695242,24.971218,3.7573805,1.4849034,0.0000012870348
"11060","11060","Herbes de Provence, séchées","aides culinaires et ingrédients divers","herbes","Provence herbs, dried","Thym",0.065268871,0.18371613,2.203544e-9,0.0044465642,0.00097117872,3.6406068e-8,6.1429e-9,1.4054946e-10,0.0051036002,0.000073697685,0.0028725233,0.021931003,2.92310786,26.285493,3.9551374,1.5630562,0.0000013547735
"11060","11060","Herbes de Provence, séchées","aides culinaires et ingrédients divers","herbes","Provence herbs, dried","Autres étapes",0.13719372,1.6568418,1.6723897e-7,0.29904984,0.0059154803,8.3963509e-8,1.2657935e-8,4.7790889e-10,0.006518082,0.00017683276,0.0017711907,0.013995415,16.9110445,10.12691,0.40581361,27.540275,0.0000036648437
"37000","37000","Base de pizza à la crème","aides culinaires et ingrédients divers","ingrédients divers","cream sauce for pizza base","Fromage frais crémeux",0.18254448,1.7596527,1.6785186e-8,0.45768956,0.0031120528,1.5422257e-7,2.4120051e-8,8.6148939e-10,0.02233958,0.00012454321,0.0064860873,0.096744511,21.5444657,86.332467,0.19900221,13.875647,0.0000038319217
"37000","37000","Base de pizza à la crème","aides culinaires et ingrédients divers","ingrédients divers","cream sauce for pizza base","Autres étapes",0.068884742,0.59638551,1.5430493600000002e-8,0.509204766,0.00186576366,3.41039876e-8,8.9138663e-9,3.36454475e-10,0.0023129364,0.000103914428,0.00128952279,0.007280338,2.85929331,9.0934898,0.168671506,18.217089,0.0000024424171299999998
"37002","37002","Base de pizza tomatée","aides culinaires et ingrédients divers","ingrédients divers","Tomato sauce for pizza base","Huile d'olive",0.046601615,0.067128348,3.6587081e-9,0.0084815757,0.00098623835,2.668668e-8,2.05883e-8,1.9757698e-10,0.0037430169,0.000051093177,0.0017390486,0.01574783,5.66746784,54.22583,1.9401993,1.706373,0.0000012720893
"37002","37002","Base de pizza tomatée","aides culinaires et ingrédients divers","ingrédients divers","Tomato sauce for pizza base","Oignons",0.0018077483,0.010362643,3.1592128e-10,0.0021762869,0.000044659669,8.9363904e-10,3.3688044e-10,1.2218837e-11,0.0001050963,0.0000027336324,0.0001261071,0.00038077775,0.2633898,1.013728,0.044737209,0.13943547,9.1868927e-8
"37002","37002","Base de pizza tomatée","aides culinaires et ingrédients divers","ingrédients divers","Tomato sauce for pizza base","Tomate",0.030955125,0.26624835,7.6244242e-9,0.038008972,0.0010301743,1.692924e-8,1.2522963e-8,3.3356822e-10,0.0018869758,0.000035390759,0.0010065546,0.0068502671,2.23504417,3.3393315,0.31050404,4.3356561,0.000002105594
"37002","37002","Base de pizza tomatée","aides culinaires et ingrédients divers","ingrédients divers","Tomato sauce for pizza base","Autres étapes",0.07917880999999999,0.63672031,1.8064802900000002e-8,0.5384110599999999,0.0023286849599999998,4.47700836e-8,1.0066325699999999e-8,3.4373216550000003e-9,0.0027013435,0.000172157854,0.00141113195,0.008429088599999999,3.76052347,8.8373344,0.181208906,18.4496791,0.00000240954732
"11046","11046","Levure chimique ou Poudre à lever","aides culinaires et ingrédients divers","ingrédients divers","Baking powder or raising agent","Amidon de maïs",0.044490049000000004,0.3195561,5.1018054e-9,0.012321977,0.0013555888,2.5569471e-8,4.941941e-9,2.0726717e-10,0.0030462864,0.00011308634,0.0013256062,0.011140126,10.3271932,6.9933443,0.97984107,3.1871358,0.0000031960601
"11046","11046","Levure chimique ou Poudre à lever","aides culinaires et ingrédients divers","ingrédients divers","Baking powder or raising agent","Bicarbonate de sodium",0.054535613000000004,0.31757425,2.3144472e-9,0.014509003,0.0012345562,4.5374663e-8,8.200289e-9,2.7637937e-10,0.0042586988,0.00015160352,0.00043030205,0.0112368,21.2384465,3.0205302,0.48670037,3.1831289,0.0000085516537
"11046","11046","Levure chimique ou Poudre à lever","aides culinaires et ingrédients divers","ingrédients divers","Baking powder or raising agent","Pyrophosphate de sodium",0.19689804,1.1371053,1.8963294e-8,0.068987991,0.0046354729,1.0340561e-7,6.0889049e-8,2.3614534e-9,0.016576081,0.00089842479,0.001242414,0.016950602,19.012876,23.793583,2.2603282,11.032757,0.000044260899
